 -3.141500 -0.000278
 -3.135364 -0.018684
 -3.129229 -0.037084
 -3.123093 -0.055471
 -3.116957 -0.073840
 -3.110821 -0.092183
 -3.104686 -0.110495
 -3.098550 -0.128770
 -3.092414 -0.147001
 -3.086278 -0.165182
 -3.080143 -0.183308
 -3.074007 -0.201371
 -3.067871 -0.219366
 -3.061735 -0.237287
 -3.055600 -0.255127
 -3.049464 -0.272881
 -3.043328 -0.290542
 -3.037192 -0.308105
 -3.031057 -0.325564
 -3.024921 -0.342912
 -3.018785 -0.360144
 -3.012649 -0.377254
 -3.006514 -0.394237
 -3.000378 -0.411085
 -2.994242 -0.427795
 -2.988106 -0.444359
 -2.981971 -0.460773
 -2.975835 -0.477031
 -2.969699 -0.493127
 -2.963563 -0.509056
 -2.957428 -0.524812
 -2.951292 -0.540391
 -2.945156 -0.555787
 -2.939021 -0.570994
 -2.932885 -0.586008
 -2.926749 -0.600824
 -2.920613 -0.615435
 -2.914478 -0.629839
 -2.908342 -0.644028
 -2.902206 -0.658000
 -2.896070 -0.671749
 -2.889935 -0.685270
 -2.883799 -0.698559
 -2.877663 -0.711611
 -2.871527 -0.724422
 -2.865392 -0.736988
 -2.859256 -0.749304
 -2.853120 -0.761366
 -2.846984 -0.773170
 -2.840849 -0.784712
 -2.834713 -0.795989
 -2.828577 -0.806995
 -2.822441 -0.817729
 -2.816306 -0.828185
 -2.810170 -0.838360
 -2.804034 -0.848252
 -2.797898 -0.857856
 -2.791763 -0.867169
 -2.785627 -0.876189
 -2.779491 -0.884912
 -2.773355 -0.893335
 -2.767220 -0.901455
 -2.761084 -0.909270
 -2.754948 -0.916776
 -2.748813 -0.923973
 -2.742677 -0.930856
 -2.736541 -0.937423
 -2.730405 -0.943673
 -2.724270 -0.949604
 -2.718134 -0.955212
 -2.711998 -0.960497
 -2.705862 -0.965457
 -2.699727 -0.970089
 -2.693591 -0.974393
 -2.687455 -0.978367
 -2.681319 -0.982009
 -2.675184 -0.985318
 -2.669048 -0.988294
 -2.662912 -0.990934
 -2.656776 -0.993239
 -2.650641 -0.995208
 -2.644505 -0.996839
 -2.638369 -0.998132
 -2.632233 -0.999088
 -2.626098 -0.999704
 -2.619962 -0.999983
 -2.613826 -0.999922
 -2.607690 -0.999522
 -2.601555 -0.998784
 -2.595419 -0.997708
 -2.589283 -0.996293
 -2.583147 -0.994541
 -2.577012 -0.992452
 -2.570876 -0.990026
 -2.564740 -0.987265
 -2.558604 -0.984170
 -2.552469 -0.980741
 -2.546333 -0.976980
 -2.540197 -0.972888
 -2.534062 -0.968466
 -2.527926 -0.963716
 -2.521790 -0.958640
 -2.515654 -0.953239
 -2.509519 -0.947515
 -2.503383 -0.941469
 -2.497247 -0.935105
 -2.491111 -0.928424
 -2.484976 -0.921429
 -2.478840 -0.914121
 -2.472704 -0.906503
 -2.466568 -0.898579
 -2.460433 -0.890350
 -2.454297 -0.881819
 -2.448161 -0.872989
 -2.442025 -0.863864
 -2.435890 -0.854446
 -2.429754 -0.844739
 -2.423618 -0.834745
 -2.417482 -0.824468
 -2.411347 -0.813912
 -2.405211 -0.803081
 -2.399075 -0.791977
 -2.392939 -0.780605
 -2.386804 -0.768968
 -2.380668 -0.757071
 -2.374532 -0.744918
 -2.368396 -0.732512
 -2.362261 -0.719857
 -2.356125 -0.706959
 -2.349989 -0.693822
 -2.343854 -0.680449
 -2.337718 -0.666846
 -2.331582 -0.653017
 -2.325446 -0.638966
 -2.319311 -0.624699
 -2.313175 -0.610221
 -2.307039 -0.595535
 -2.300903 -0.580648
 -2.294768 -0.565564
 -2.288632 -0.550289
 -2.282496 -0.534827
 -2.276360 -0.519184
 -2.270225 -0.503365
 -2.264089 -0.487375
 -2.257953 -0.471221
 -2.251817 -0.454906
 -2.245682 -0.438438
 -2.239546 -0.421821
 -2.233410 -0.405061
 -2.227274 -0.388163
 -2.221139 -0.371135
 -2.215003 -0.353980
 -2.208867 -0.336706
 -2.202731 -0.319317
 -2.196596 -0.301821
 -2.190460 -0.284222
 -2.184324 -0.266526
 -2.178188 -0.248741
 -2.172053 -0.230871
 -2.165917 -0.212923
 -2.159781 -0.194903
 -2.153646 -0.176817
 -2.147510 -0.158671
 -2.141374 -0.140471
 -2.135238 -0.122223
 -2.129103 -0.103934
 -2.122967 -0.085610
 -2.116831 -0.067257
 -2.110695 -0.048881
 -2.104560 -0.030489
 -2.098424 -0.012086
 -2.092288 0.006321
 -2.086152 0.024726
 -2.080017 0.043122
 -2.073881 0.061504
 -2.067745 0.079865
 -2.061609 0.098199
 -2.055474 0.116499
 -2.049338 0.134760
 -2.043202 0.152976
 -2.037066 0.171139
 -2.030931 0.189245
 -2.024795 0.207287
 -2.018659 0.225258
 -2.012523 0.243153
 -2.006388 0.260965
 -2.000252 0.278690
 -1.994116 0.296319
 -1.987980 0.313849
 -1.981845 0.331272
 -1.975709 0.348583
